GeneId	Symbol	Type	TranscriptsWithConservation	NonredundantExons	SpeciesWithSeqOrthologs	SpeciesWithBLAST	SpeciesWithWGA	SpeciesWithSynteny	SpeciesWithSequenceAndSynteny	Mouse BLAST	Mouse WGA	Mouse Synteny	Mouse Sequence+Synteny	Mouse Sequence region number	Mouse Sequence regions	Mouse Sequence exon number	Mouse Sequence exons	Mouse conserved region length
ENSG00000236341.1_6	[AL161740.1]	[antisense]	[ENST00000417420.1_1]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000123834.1]		0		0		0
ENSG00000286056.1_1	[AC008055.2]	[lincRNA]	[ENST00000650941.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000216311.1, ENSMUST00000216451.1]		0		0		0
ENSG00000279344.1_5	[AC007342.6]	[TEC]	[ENST00000624289.1_1]	1	[Mouse]	[Mouse]	[]	[Mouse]	[Mouse]	[ENSMUST00000210728.1]		[ENSMUST00000210728.1]	[ENSMUST00000210728.1]	3	53513675-53513906;53514454-53514518;53514588-53514679;	1	53512868-53515462;	321085820
ENSG00000229921.6_4	[KIF25-AS1]	[lincRNA]	[ENST00000414364.1_1, ENST00000456585.5_1]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000135850.7]		0		0		0
ENSG00000226397.8_3	[C12orf77]	[lincRNA]	[ENST00000434912.3_1, ENST00000549262.6_2, ENST00000623395.3_1]	6	[]	[]	[]	[Mouse]	[]			[ENSMUST00000204561.1]		0		0		0
ENSG00000259768.5_7	[AC004943.2]	[antisense]	[ENST00000563328.4_1]	5	[]	[]	[]	[Mouse]	[]			[ENSMUST00000175846.1, ENSMUST00000209663.1, ENSMUST00000210837.1, ENSMUST00000211262.1, ENSMUST00000211953.1]		0		0		0
ENSG00000267225.1_5	[WDR7-OT1]	[sense_overlapping]	[ENST00000592032.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000126265.1, ENSMUST00000129425.7, ENSMUST00000134944.1]		0		0		0
ENSG00000273415.2_5	[AP000904.1]	[lincRNA]	[ENST00000609911.1_2, ENST00000649115.1_1]	9	[Mouse]	[]	[Mouse]	[Mouse]	[]		[ENSMUST00000184476.1]	[ENSMUST00000183616.1, ENSMUST00000185169.1, ENSMUST00000194275.1, ENSMUST00000194946.1]		5	127971136-127971279;128038077-128038266;128039107-128039241;128039488-128039725;128050354-128050518;	5	127971136-127971279;128038077-128038266;128039107-128039241;128039488-128039725;128050321-128050518;	1280277191
ENSG00000261008.6_6	[LINC01572]	[lincRNA]	[ENST00000561611.2_1, ENST00000563770.5_1, ENST00000563823.6_1, ENST00000570035.5_1, ENST00000570152.1_1, ENST00000624829.3_1]	20	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[ENSMUST00000180524.7]	[ENSMUST00000180382.2, ENSMUST00000180524.7, ENSMUST00000181098.1, ENSMUST00000212085.1]	[ENSMUST00000180382.2, ENSMUST00000180524.7, ENSMUST00000181098.1, ENSMUST00000191614.1, ENSMUST00000195769.1, ENSMUST00000212085.1]	[ENSMUST00000180382.2, ENSMUST00000180524.7, ENSMUST00000181098.1, ENSMUST00000212085.1]	2	72459383-72461356;72698790-72698908;	2	72459383-72461356;72698790-72698908;	290318437
ENSG00000224222.1_6	[LINC02636]	[lincRNA]	[]	3	[]	[]	[]	[]	[]					0		0		0
ENSG00000177337.7_5	[DLGAP1-AS1]	[antisense]	[ENST00000317114.1_1, ENST00000573355.1_1, ENST00000574411.5_1, ENST00000575606.5_1, ENST00000576606.5_1, ENST00000577995.5_1]	4	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[ENSMUST00000181546.1]	[ENSMUST00000181546.1]	[ENSMUST00000181546.1, ENSMUST00000232745.1, ENSMUST00000232967.1, ENSMUST00000233218.1, ENSMUST00000233559.1, ENSMUST00000233879.1]	[ENSMUST00000181546.1]	3	3594091-3594238;3594417-3594482;3596576-3598350;	3	3594091-3594238;3594417-3594482;3596576-3598350;	21572154
ENSG00000247151.7_5	[CSTF3-DT]	[processed_transcript]	[ENST00000500025.2_1, ENST00000647623.1_1]	4	[Mouse]	[Mouse]	[Mouse]	[]	[]	[ENSMUST00000221802.1]	[ENSMUST00000125854.7, ENSMUST00000127237.1, ENSMUST00000127350.1, ENSMUST00000136364.7, ENSMUST00000146553.7, ENSMUST00000150581.1]			2	33208365-33210396;33211478-33213144;	2	33208365-33210396;33211478-33213144;	132843383
ENSG00000263613.1_5	[AC024619.2]	[antisense]	[ENST00000581964.1_1]	3	[Mouse]	[]	[Mouse]	[]	[]		[ENSMUST00000132487.1]			3	27336816-27336934;27337094-27337457;27337991-27338027;	3	27336816-27336934;27337094-27337457;27337991-27338027;	164024319
ENSG00000265443.1_5	[AC127024.3]	[lincRNA]	[ENST00000582841.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000181152.1]		0		0		0
ENSG00000279103.1_6	[AC138470.1]	[TEC]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000280398.1_5	[AC005858.3]	[TEC]	[ENST00000623191.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000145064.7, ENSMUST00000154361.1, ENSMUST00000155106.7, ENSMUST00000196498.1, ENSMUST00000196825.1, ENSMUST00000197523.1, ENSMUST00000197873.1, ENSMUST00000199363.1, ENSMUST00000200003.1]		0		0		0
ENSG00000224843.7_6	[LINC00240]	[lincRNA]	[ENST00000420081.1_1, ENST00000424968.5_1, ENST00000606878.1_1, ENST00000607607.5_1, ENST00000652085.1_1]	6	[]	[]	[]	[Mouse]	[]			[ENSMUST00000122940.1]		0		0		0
ENSG00000182912.6_4	[TSPEAR-AS2]	[antisense]	[ENST00000330490.3_1, ENST00000354333.5_1, ENST00000465978.1_1]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000211351.1]		0		0		0
ENSG00000259376.1_5	[AC090907.1]	[antisense]	[ENST00000558979.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000207140.1]		0		0		0
ENSG00000262089.1_6	[AC040977.1]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000285582.1_1	[AC016042.1]	[antisense]	[ENST00000648967.1_1]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000181959.1, ENSMUST00000235250.1, ENSMUST00000235373.1]		0		0		0
ENSG00000230928.1_5	[AL139241.1]	[antisense]	[ENST00000433374.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000236540.1]		0		0		0
ENSG00000237002.6_5	[AL590730.1]	[lincRNA]	[]	4	[]	[]	[]	[]	[]					0		0		0
ENSG00000237385.1_5	[AL583839.1]	[antisense]	[ENST00000443716.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000180775.1]		0		0		0
ENSG00000273375.1_5	[AC055764.2]	[lincRNA]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000285604.1_1	[AL357835.1]	[antisense]	[ENST00000647616.1_1]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000143127.7, ENSMUST00000150529.1]		0		0		0
ENSG00000264727.1_6	[AC005725.1]	[lincRNA]	[ENST00000577346.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000126999.1]		0		0		0
ENSG00000255129.5_5	[AP000880.1]	[antisense]	[ENST00000526487.5_1, ENST00000529416.5_1, ENST00000533504.1_1]	5	[]	[]	[]	[Mouse]	[]			[ENSMUST00000068730.3, ENSMUST00000215070.1, ENSMUST00000215465.1, ENSMUST00000216483.1]		0		0		0
ENSG00000254943.1_5	[AP003501.2]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000260528.4_5	[FAM157C]	[lincRNA]	[ENST00000563357.1_1, ENST00000566898.1_1, ENST00000568070.1_1, ENST00000570230.1_1]	19	[]	[]	[]	[Mouse]	[]			[ENSMUST00000231675.1, ENSMUST00000231822.1]		0		0		0
ENSG00000282408.1_5	[AL109920.1]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000268603.1_6	[AC053503.5]	[antisense]	[ENST00000601508.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000130095.1, ENSMUST00000132100.1, ENSMUST00000152799.7]		0		0		0
ENSG00000204054.13_6	[LINC00963]	[processed_transcript]	[ENST00000412141.1_1, ENST00000419300.3_1, ENST00000423918.5_1, ENST00000427778.1_2, ENST00000444184.5_1, ENST00000453213.1_1, ENST00000454635.6_1, ENST00000454968.5_1, ENST00000607931.1_2, ENST00000608272.1_2, ENST00000608369.1_2, ENST00000608669.1_2, ENST00000622120.1_2, ENST00000622680.1_2, ENST00000622972.3_2, ENST00000623185.3_2, ENST00000624009.3_2, ENST00000624138.3_2, ENST00000624390.1_2, ENST00000625171.3_2]	11	[Mouse]	[]	[Mouse]	[Mouse]	[]		[ENSMUST00000131207.1, ENSMUST00000134755.1]	[ENSMUST00000135700.1, ENSMUST00000145413.1, ENSMUST00000146702.1]		2	132253097-132253407;132255344-132255874;	2	132253097-132253407;132255344-132255874;	529017722
ENSG00000224269.1_5	[AP000697.1]	[antisense]	[ENST00000430607.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000231710.1, ENSMUST00000231886.1, ENSMUST00000232110.1]		0		0		0
ENSG00000235824.4_4	[LINC00837]	[lincRNA]	[]	4	[]	[]	[]	[]	[]					0		0		0
ENSG00000258068.1_6	[AC079600.3]	[sense_intronic]	[ENST00000547898.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000229650.1, ENSMUST00000229885.1, ENSMUST00000230109.1]		0		0		0
ENSG00000286126.1_1	[AP001095.1]	[lincRNA]	[ENST00000651113.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000223962.1, ENSMUST00000224424.1, ENSMUST00000225696.1]		0		0		0
ENSG00000249614.1_5	[LINC02503]	[lincRNA]	[ENST00000510505.1_1]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000180471.2, ENSMUST00000180764.2, ENSMUST00000181952.1, ENSMUST00000198231.1]		0		0		0
ENSG00000258661.1_5	[AL079303.1]	[antisense]	[ENST00000555107.1_1]	2	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[ENSMUST00000159874.2]	[ENSMUST00000159874.2]	[ENSMUST00000159874.2]	[ENSMUST00000159874.2]	1	37127748-37128006;	1	37127748-37128006;	74255754
ENSG00000224251.6_5	[AL391427.1]	[antisense]	[ENST00000440414.1_1, ENST00000451575.6_1]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000223139.1]		0		0		0
ENSG00000267466.1_5	[AC021683.1]	[lincRNA]	[ENST00000585798.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000123882.1, ENSMUST00000212879.1]		0		0		0
ENSG00000267137.1_5	[AC005901.1]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000205562.2_5	[AL049775.1]	[lincRNA]	[ENST00000380722.2_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000223202.1]		0		0		0
ENSG00000205791.3_4	[LOH12CR2]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000265008.1_5	[AC011825.4]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000229951.5_6	[AC104695.2]	[antisense]	[ENST00000427929.5_1, ENST00000445878.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000192674.1, ENSMUST00000195772.1, ENSMUST00000201542.1]		0		0		0
ENSG00000286162.1_1	[AL354744.1]	[bidirectional_promoter_lncRNA]	[ENST00000650674.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000180737.1, ENSMUST00000180986.7, ENSMUST00000181726.1, ENSMUST00000236439.1]		0		0		0
ENSG00000282843.1_5	[AL590644.3]	[lincRNA]	[ENST00000635428.1_1]	5	[]	[]	[]	[Mouse]	[]			[ENSMUST00000140588.1, ENSMUST00000151848.1]		0		0		0
ENSG00000272817.1_5	[AL359198.1]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000269958.1_6	[AL049840.4]	[sense_intronic]	[ENST00000602422.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000159897.1]		0		0		0
ENSG00000259282.5_6	[SPATA8-AS1]	[antisense]	[ENST00000558722.1_1, ENST00000560888.5_1]	5	[]	[]	[]	[Mouse]	[]			[ENSMUST00000189966.6, ENSMUST00000207562.1, ENSMUST00000208041.1, ENSMUST00000208432.1, ENSMUST00000208979.1]		0		0		0
ENSG00000232190.2_4	[LINC02181]	[lincRNA]	[ENST00000430050.2_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000180597.2, ENSMUST00000181666.1, ENSMUST00000182145.2, ENSMUST00000191778.1]		0		0		0
ENSG00000248869.6_6	[LINC02511]	[lincRNA]	[ENST00000505736.5_2, ENST00000512039.1_1, ENST00000652184.1_1]	9	[]	[]	[]	[Mouse]	[]			[ENSMUST00000036023.2, ENSMUST00000193580.1, ENSMUST00000194097.1]		0		0		0
ENSG00000280227.1_6	[AC079416.3]	[TEC]	[ENST00000624479.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000210196.1, ENSMUST00000210665.1, ENSMUST00000211364.1]		0		0		0
ENSG00000280303.2_4	[ERICD]	[lincRNA]	[ENST00000623655.2_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000228696.1]		0		0		0
ENSG00000269296.1_5	[AC005614.1]	[antisense]	[ENST00000598952.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000181644.1, ENSMUST00000205388.1]		0		0		0
ENSG00000231110.1_5	[FO393408.1]	[lincRNA]	[ENST00000458577.1_1]	2	[Mouse]	[]	[Mouse]	[]	[]		[ENSMUST00000152669.1]			2	139298186-139298578;139298766-139298956;	2	139298186-139298578;139298766-139298956;	557194486
ENSG00000255523.1_5	[AP001652.1]	[antisense]	[ENST00000531918.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000136697.1, ENSMUST00000224027.1, ENSMUST00000224046.1]		0		0		0
ENSG00000257682.1_5	[AC090503.1]	[lincRNA]	[ENST00000548029.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000180464.1, ENSMUST00000219265.1, ENSMUST00000219465.1, ENSMUST00000220016.1]		0		0		0
ENSG00000232987.2_4	[LINC01219]	[lincRNA]	[ENST00000418612.2_2]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000124393.1, ENSMUST00000141551.1, ENSMUST00000141681.1, ENSMUST00000210835.1]		0		0		0
ENSG00000272795.1_5	[AC126283.1]	[lincRNA]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000274248.1_2	[AJ011932.1]	[lincRNA]	[ENST00000621707.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000218963.1]		0		0		0
ENSG00000238258.1_6	[AL121748.1]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000233338.1_5	[TLR8-AS1]	[antisense]	[]	3	[]	[]	[]	[]	[]					0		0		0
ENSG00000274354.1_6	[AC105105.3]	[sense_intronic]	[ENST00000610389.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000224731.2, ENSMUST00000237218.1]		0		0		0
ENSG00000251143.1_5	[AP002490.1]	[antisense]	[]	4	[]	[]	[]	[]	[]					0		0		0
ENSG00000249785.2_5	[LINC02103]	[lincRNA]	[]	3	[]	[]	[]	[]	[]					0		0		0
ENSG00000259534.1_5	[AC087477.4]	[lincRNA]	[ENST00000560586.1_1]	2	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[ENSMUST00000188229.1]	[ENSMUST00000188229.1]	[ENSMUST00000188229.1, ENSMUST00000207361.1, ENSMUST00000207409.1, ENSMUST00000207661.1, ENSMUST00000207682.1, ENSMUST00000208180.1, ENSMUST00000208425.1, ENSMUST00000208503.1, ENSMUST00000208511.1, ENSMUST00000209050.1, ENSMUST00000209071.1, ENSMUST00000209231.1]	[ENSMUST00000188229.1]	2	96992071-96992407;96992773-96992979;	2	96992071-96992407;96992773-96992979;	387970230
ENSG00000280069.1_6	[AC127024.8]	[TEC]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000273075.1	[RP11-122G18.8]	[lincRNA]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000259135.1_5	[AL445363.2]	[antisense]	[]	4	[]	[]	[]	[]	[]					0		0		0
ENSG00000277602.1_5	[AC005363.2]	[lincRNA]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000269161.1_6	[AC010618.3]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000184809.12_4	[B3GALT5-AS1]	[antisense]	[]	5	[]	[]	[]	[]	[]					0		0		0
ENSG00000268204.1_5	[AC008763.1]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000233806.7_5	[LINC01237]	[processed_transcript]	[]	7	[]	[]	[]	[]	[]					0		0		0
ENSG00000229782.1_6	[AC118754.2]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000242407.1_5	[AC091179.1]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000256286.1_5	[AC078878.2]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000236827.1_4	[LINC00529]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000229588.1_5	[AL390115.1]	[lincRNA]	[ENST00000425271.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000180995.2, ENSMUST00000181309.2, ENSMUST00000195448.1]		0		0		0
ENSG00000235168.1_5	[AL078581.2]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000272923.1_6	[AC092139.1]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000232353.5_5	[AC026320.1]	[lincRNA]	[ENST00000412486.1_1, ENST00000444729.1_1, ENST00000452657.5_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000231532.1]		0		0		0
ENSG00000261238.1_5	[AC009166.1]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000260887.2_4	[CASC22]	[lincRNA]	[]	4	[]	[]	[]	[]	[]					0		0		0
ENSG00000283317.1_5	[AL831711.1]	[lincRNA]	[ENST00000636824.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000194503.1, ENSMUST00000194835.1]		0		0		0
ENSG00000238005.3_6	[AL391832.2]	[lincRNA]	[ENST00000418557.1_1, ENST00000423175.1_2, ENST00000423988.1_1, ENST00000451766.2_1, ENST00000458044.1_1, ENST00000652109.1_1]	10	[Mouse]	[]	[Mouse]	[Mouse]	[Mouse]		[ENSMUST00000212406.1]	[ENSMUST00000212406.1, ENSMUST00000212639.1, ENSMUST00000212695.1]	[ENSMUST00000212406.1]	2	235093088-235093268;235093425-235093825;	2	235093088-235093268;235093425-235093825;	940373606
ENSG00000278869.1_5	[BX539320.1]	[lincRNA]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000261673.1_5	[AC009075.1]	[lincRNA]	[ENST00000563347.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000180382.2, ENSMUST00000180524.7, ENSMUST00000181098.1, ENSMUST00000191614.1, ENSMUST00000195769.1, ENSMUST00000212085.1]		0		0		0
ENSG00000254040.1_5	[AC103719.1]	[lincRNA]	[]	4	[]	[]	[]	[]	[]					0		0		0
ENSG00000235092.5_5	[ID2-AS1]	[antisense]	[ENST00000412712.1_1, ENST00000418957.1_1, ENST00000421298.1_1, ENST00000433340.1_1, ENST00000433592.1_1, ENST00000453900.1_1, ENST00000455965.5_1]	11	[]	[]	[]	[Mouse]	[]			[ENSMUST00000220620.1, ENSMUST00000220747.1, ENSMUST00000221270.1, ENSMUST00000221460.1, ENSMUST00000222212.1, ENSMUST00000222226.1, ENSMUST00000222356.1, ENSMUST00000222804.1, ENSMUST00000223262.1, ENSMUST00000223429.1, ENSMUST00000223481.1]		0		0		0
ENSG00000259863.1_4	[SH3RF3-AS1]	[lincRNA]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000285095.1_2	[AC025887.2]	[antisense]	[ENST00000646805.1_1]	7	[]	[]	[]	[Mouse]	[]			[ENSMUST00000132729.7, ENSMUST00000139804.1, ENSMUST00000143378.7, ENSMUST00000144487.7]		0		0		0
ENSG00000250164.1_5	[AC022447.7]	[lincRNA]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000253741.1_5	[LNCOC1]	[antisense]	[ENST00000520572.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000163707.1]		0		0		0
ENSG00000226779.1_5	[NAALADL2-AS2]	[antisense]	[ENST00000424690.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000194267.1, ENSMUST00000194368.1]		0		0		0
ENSG00000240350.2_5	[AC017002.3]	[lincRNA]	[ENST00000455309.1_1, ENST00000627971.1_2]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000131961.1, ENSMUST00000152439.1, ENSMUST00000224297.1]		0		0		0
ENSG00000260329.1_5	[AC007541.1]	[antisense]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000267401.1_5	[AC090621.1]	[lincRNA]	[ENST00000592121.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000235580.1, ENSMUST00000236110.1, ENSMUST00000236603.1, ENSMUST00000236734.1, ENSMUST00000236935.1, ENSMUST00000237489.1]		0		0		0
ENSG00000227290.1_4	[LINC01364]	[lincRNA]	[ENST00000452509.1_1]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000181882.2, ENSMUST00000196332.1, ENSMUST00000197030.1, ENSMUST00000197226.4, ENSMUST00000197683.1, ENSMUST00000198056.1, ENSMUST00000199409.1, ENSMUST00000199733.1, ENSMUST00000199962.1, ENSMUST00000200176.1, ENSMUST00000200254.1]		0		0		0
ENSG00000246523.7_6	[AP001528.1]	[lincRNA]	[ENST00000499504.7_1, ENST00000531827.1_1]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000208787.1, ENSMUST00000208963.1]		0		0		0
ENSG00000261063.1_6	[AC009139.2]	[antisense]	[ENST00000569032.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000211951.1, ENSMUST00000213082.1]		0		0		0
ENSG00000274976.1_6	[AC087588.2]	[sense_intronic]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000259241.1_5	[AC020892.1]	[lincRNA]	[ENST00000559918.1_1]	2	[Mouse]	[Mouse]	[]	[Mouse]	[Mouse]	[ENSMUST00000194973.1]		[ENSMUST00000194973.1]	[ENSMUST00000194973.1]	1	51985680-51986117;	1	51985412-51986134;	103971797
ENSG00000263280.1_5	[AC003965.1]	[lincRNA]	[ENST00000575693.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000147774.1]		0		0		0
ENSG00000269289.5_5	[AC011503.1]	[antisense]	[]	4	[]	[]	[]	[]	[]					0		0		0
ENSG00000224310.1_4	[LINC01567]	[lincRNA]	[ENST00000414816.1_1]	3	[Mouse]	[]	[Mouse]	[Mouse]	[]		[ENSMUST00000211170.1]	[ENSMUST00000205998.1]		3	24672742-24675325;24676158-24676346;24682247-24682383;	3	24672742-24675325;24676158-24676346;24682247-24682383;	148065201
ENSG00000284954.1_2	[AL662884.3]	[bidirectional_promoter_lncRNA]	[ENST00000475826.1_1, ENST00000485392.5_2, ENST00000494332.5_1, ENST00000498575.1_2]	4	[Mouse]	[]	[Mouse]	[]	[]		[ENSMUST00000168709.2]			1	32121945-32122142;	1	32121945-32122142;	64244087
ENSG00000272137.1_5	[AL451064.1]	[lincRNA]	[ENST00000607718.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000188217.1, ENSMUST00000193663.1]		0		0		0
ENSG00000285933.1_1	[AP003498.2]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000235625.1_5	[AL138957.1]	[lincRNA]	[ENST00000435156.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000227158.1, ENSMUST00000227414.1, ENSMUST00000228095.1, ENSMUST00000228613.1, ENSMUST00000228770.1]		0		0		0
ENSG00000226562.3_4	[CYP4F26P]	[lincRNA]	[ENST00000432139.2_1, ENST00000433357.2_1, ENST00000602933.2_1]	6	[]	[]	[]	[Mouse]	[]			[ENSMUST00000185738.1, ENSMUST00000191867.1, ENSMUST00000192753.1, ENSMUST00000193357.5]		0		0		0
ENSG00000270742.1_6	[AC096947.1]	[sense_intronic]	[ENST00000603233.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000131324.1, ENSMUST00000131516.7, ENSMUST00000180374.2]		0		0		0
ENSG00000273445.1_5	[AC133644.2]	[antisense]	[ENST00000608142.1_1]	1	[Mouse]	[]	[Mouse]	[Mouse]	[]		[ENSMUST00000125354.1]	[ENSMUST00000233693.1]		1	87777013-87777553;	1	87777013-87777553;	175554566
ENSG00000283423.1_5	[AC109462.3]	[lincRNA]	[ENST00000637882.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000210252.1]		0		0		0
ENSG00000279432.1_6	[AC015799.1]	[TEC]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000225172.5_5	[AC096631.1]	[lincRNA]	[ENST00000422480.5_1, ENST00000440162.1_1]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000182424.1, ENSMUST00000182680.1, ENSMUST00000182971.1, ENSMUST00000191810.1, ENSMUST00000191902.1, ENSMUST00000192122.1, ENSMUST00000194467.1]		0		0		0
ENSG00000241933.1_5	[DENND6A-DT]	[lincRNA]	[ENST00000465933.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000166902.1]		0		0		0
ENSG00000224363.1	[RP11-289H16.1]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000223466.1_5	[LINC01825]	[lincRNA]	[ENST00000452381.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000189404.1, ENSMUST00000195118.1]		0		0		0
ENSG00000260084.1_5	[AC126773.1]	[antisense]	[ENST00000569654.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000180410.1]		0		0		0
ENSG00000274460.1_5	[AC092119.2]	[lincRNA]	[ENST00000616774.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000206060.1, ENSMUST00000206668.1, ENSMUST00000208576.1]		0		0		0
ENSG00000228444.2_6	[AL137244.1]	[sense_intronic]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000243715.1_5	[CACNA2D3-AS1]	[antisense]	[ENST00000471265.1_1]	7	[]	[]	[]	[Mouse]	[]			[ENSMUST00000223940.1, ENSMUST00000224019.1, ENSMUST00000224310.1, ENSMUST00000224352.1, ENSMUST00000224806.1, ENSMUST00000224853.1, ENSMUST00000225158.1, ENSMUST00000225160.1, ENSMUST00000225295.1]		0		0		0
ENSG00000258884.1_5	[LINC02321]	[lincRNA]	[ENST00000555975.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000220812.1, ENSMUST00000221653.1, ENSMUST00000222512.1, ENSMUST00000222952.1, ENSMUST00000223531.1]		0		0		0
ENSG00000262652.1_6	[AC124283.3]	[sense_intronic]	[]	1	[]	[]	[]	[]	[]					0		0		0
